,Fill Factor,Pitch,Duty Cycle,Theta,Lambda,Transmission,Mode
11771,0.6,5e-07,0.72,5,1.34e-06,0.000504607,1
19374,0.2,7e-07,0.56,5,1.34e-06,0.030152299999999996,1
8580,0.44,5e-07,0.64,5,1.33e-06,0.000472251,1
17692,0.36,7e-07,0.48,5,1.49e-06,7.11e-05,1
57,0.2,5e-07,0.4,5,1.56e-06,1.4599999999999999e-05,1
3354,0.36,5e-07,0.48,5,1.37e-06,0.000705386,1
8017,0.36,5e-07,0.64,5,1.66e-06,1.8100000000000003e-05,1
12514,0.28,5e-07,0.8,5,1.45e-06,3.45e-05,1
14043,0.6,5e-07,0.8,5,1.59e-06,0.000139452,1
12570,0.28,5e-07,0.8,5,1.35e-06,0.000580727,1
12578,0.28,5e-07,0.8,5,1.33e-06,0.000207982,1
14068,0.6,5e-07,0.8,5,1.54e-06,0.00041881800000000005,1
20993,0.52,7e-07,0.56,5,1.31e-06,8.46e-05,1
7771,0.28,5e-07,0.64,5,1.34e-06,0.0005676230000000001,1
14966,0.28,7e-07,0.4,5,1.35e-06,0.176351,1
11769,0.6,5e-07,0.72,5,1.35e-06,0.000690352,1
4125,0.52,5e-07,0.48,5,1.42e-06,2.46e-05,1
25254,0.44,7e-07,0.72,5,1.57e-06,2.8499999999999998e-05,1
10118,0.28,5e-07,0.72,5,1.44e-06,2.23e-05,1
20152,0.36,7e-07,0.56,5,1.38e-06,0.055436599999999996,1
12428,0.28,5e-07,0.8,5,1.63e-06,0.00017193099999999998,1
8592,0.44,5e-07,0.64,5,1.31e-06,0.000493814,1
9282,0.6,5e-07,0.64,5,1.51e-06,0.000531935,1
17760,0.36,7e-07,0.48,5,1.36e-06,0.144946,1
4841,0.2,5e-07,0.56,5,1.6e-06,-3.86e-05,1
20073,0.36,7e-07,0.56,5,1.53e-06,0.000425164,1
21328,0.6,7e-07,0.56,5,1.42e-06,0.11603699999999999,1
13273,0.44,5e-07,0.8,5,1.53e-06,0.000516141,1
17626,0.36,7e-07,0.48,5,1.63e-06,0.000280283,1
131,0.2,5e-07,0.4,5,1.41e-06,0.00010977799999999999,1
15760,0.44,7e-07,0.4,5,1.36e-06,0.278382,1
156,0.2,5e-07,0.4,5,1.37e-06,0.000912956,1
2130,0.6,5e-07,0.4,5,1.42e-06,7.099999999999999e-05,1
187,0.2,5e-07,0.4,5,1.32e-06,0.000460931,1
8516,0.44,5e-07,0.64,5,1.44e-06,9.8e-05,1
18099,0.44,7e-07,0.48,5,1.47e-06,0.0007365130000000001,1
17732,0.36,7e-07,0.48,5,1.41e-06,0.0291519,1
2526,0.2,5e-07,0.48,5,1.42e-06,0.00010794299999999999,1
11687,0.6,5e-07,0.72,5,1.5e-06,3.9399999999999995e-05,1
13770,0.52,5e-07,0.8,5,1.35e-06,6.53e-05,1
23257,0.52,7e-07,0.64,5,1.56e-06,0.00023783799999999998,1
6491,0.52,5e-07,0.56,5,1.49e-06,0.000227735,1
444,0.28,5e-07,0.4,5,1.59e-06,8.53e-05,1
9746,0.2,5e-07,0.72,5,1.39e-06,0.00034147800000000004,1
24878,0.36,7e-07,0.72,5,1.52e-06,0.00208267,1
4182,0.52,5e-07,0.48,5,1.33e-06,0.00049333,1
7738,0.28,5e-07,0.64,5,1.4e-06,4.5600000000000004e-05,1
22950,0.44,7e-07,0.64,5,1.38e-06,0.0248921,1
17388,0.28,7e-07,0.48,5,1.32e-06,0.054851199999999996,1
14099,0.6,5e-07,0.8,5,1.47e-06,0.000894552,1
7344,0.2,5e-07,0.64,5,1.39e-06,7.890000000000001e-05,1
10477,0.36,5e-07,0.72,5,1.52e-06,0.00021167400000000002,1
18423,0.52,7e-07,0.48,5,1.64e-06,2.11e-06,1
11205,0.52,5e-07,0.72,5,1.69e-06,0.000107706,1
14449,0.2,7e-07,0.4,5,1.58e-06,0.000712155,1
25359,0.44,7e-07,0.72,5,1.36e-06,0.000430759,1
21626,0.2,7e-07,0.64,5,1.63e-06,-2.6300000000000002e-05,1
19363,0.2,7e-07,0.56,5,1.36e-06,0.0327198,1
14580,0.2,7e-07,0.4,5,1.33e-06,0.180596,1
2164,0.6,5e-07,0.4,5,1.36e-06,0.00135962,1
837,0.36,5e-07,0.4,5,1.61e-06,0.000118042,1
4177,0.52,5e-07,0.48,5,1.33e-06,0.000234085,1
23394,0.52,7e-07,0.64,5,1.31e-06,0.000158892,1
25226,0.44,7e-07,0.72,5,1.63e-06,0.00041603699999999996,1
6961,0.6,5e-07,0.56,5,1.36e-06,0.000808327,1
9642,0.2,5e-07,0.72,5,1.6e-06,0.00020136200000000001,1
6064,0.44,5e-07,0.56,5,1.55e-06,8.88e-05,1
3753,0.44,5e-07,0.48,5,1.37e-06,0.000535727,1
6804,0.6,5e-07,0.56,5,1.69e-06,-1.4999999999999999e-05,1
7297,0.2,5e-07,0.64,5,1.48e-06,0.00021777,1
5375,0.28,5e-07,0.56,5,1.34e-06,0.00031208900000000004,1
7660,0.28,5e-07,0.64,5,1.56e-06,6.14e-05,1
21692,0.2,7e-07,0.64,5,1.49e-06,0.00163644,1
15303,0.36,7e-07,0.4,5,1.47e-06,0.000141292,1
14483,0.2,7e-07,0.4,5,1.51e-06,0.0009106689999999999,1
24136,0.2,7e-07,0.72,5,1.4e-06,0.0509114,1
24484,0.28,7e-07,0.72,5,1.5e-06,0.00366506,1
6495,0.52,5e-07,0.56,5,1.48e-06,0.00025226700000000003,1
13652,0.52,5e-07,0.8,5,1.57e-06,-4.6299999999999994e-05,1
2087,0.6,5e-07,0.4,5,1.5e-06,0.000100301,1
23777,0.6,7e-07,0.64,5,1.33e-06,0.000139696,1
9613,0.2,5e-07,0.72,5,1.67e-06,0.000155793,1
6433,0.52,5e-07,0.56,5,1.62e-06,0.00032741,1
12049,0.2,5e-07,0.8,5,1.58e-06,0.00016875900000000002,1
23661,0.6,7e-07,0.64,5,1.55e-06,0.000103497,1
15615,0.44,7e-07,0.4,5,1.66e-06,-1.3699999999999998e-05,1
4077,0.52,5e-07,0.48,5,1.52e-06,0.000568674,1
10130,0.28,5e-07,0.72,5,1.42e-06,0.000192024,1
5707,0.36,5e-07,0.56,5,1.46e-06,0.000123475,1
536,0.28,5e-07,0.4,5,1.4e-06,0.000277348,1
7235,0.2,5e-07,0.64,5,1.61e-06,0.000171869,1
16827,0.2,7e-07,0.48,5,1.63e-06,0.000299409,1
18542,0.52,7e-07,0.48,5,1.39e-06,0.23049899999999998,1
495,0.28,5e-07,0.4,5,1.48e-06,1.3699999999999998e-05,1
22401,0.36,7e-07,0.64,5,1.7e-06,-3.05e-05,1
10924,0.44,5e-07,0.72,5,1.43e-06,0.00022962200000000002,1
24560,0.28,7e-07,0.72,5,1.36e-06,0.000408596,1
1221,0.44,5e-07,0.4,5,1.65e-06,0.000183626,1
22089,0.28,7e-07,0.64,5,1.49e-06,0.00157735,1
3782,0.44,5e-07,0.48,5,1.33e-06,0.00041077199999999995,1
887,0.36,5e-07,0.4,5,1.5e-06,-3.36e-06,1
23326,0.52,7e-07,0.64,5,1.42e-06,0.111419,1
6829,0.6,5e-07,0.56,5,1.63e-06,0.000410315,1
5255,0.28,5e-07,0.56,5,1.57e-06,0.000766532,1
6194,0.44,5e-07,0.56,5,1.31e-06,0.000409946,1
21251,0.6,7e-07,0.56,5,1.58e-06,0.000446349,1
2032,0.6,5e-07,0.4,5,1.62e-06,0.000135108,1
16910,0.2,7e-07,0.48,5,1.45e-06,0.000196447,1
7716,0.28,5e-07,0.64,5,1.44e-06,5.489999999999999e-05,1
2446,0.2,5e-07,0.48,5,1.59e-06,-1.7100000000000002e-05,1
5712,0.36,5e-07,0.56,5,1.45e-06,7.13e-05,1
5226,0.28,5e-07,0.56,5,1.63e-06,0.000192695,1
141,0.2,5e-07,0.4,5,1.4e-06,0.00018631599999999998,1
2953,0.28,5e-07,0.48,5,1.37e-06,0.000314201,1
16909,0.2,7e-07,0.48,5,1.45e-06,0.000140657,1
4021,0.52,5e-07,0.48,5,1.65e-06,7.54e-06,1
13352,0.44,5e-07,0.8,5,1.38e-06,0.00043733199999999997,1
18943,0.6,7e-07,0.48,5,1.39e-06,0.044421499999999996,1
18992,0.6,7e-07,0.48,5,1.31e-06,0.00396479,1
11781,0.6,5e-07,0.72,5,1.33e-06,0.00021064,1
23206,0.52,7e-07,0.64,5,1.68e-06,-4.76e-06,1
8000,0.36,5e-07,0.64,5,1.7e-06,-2.48e-05,1
2814,0.28,5e-07,0.48,5,1.66e-06,2.54e-05,1
12401,0.28,5e-07,0.8,5,1.7e-06,-7.780000000000001e-05,1
6437,0.52,5e-07,0.56,5,1.61e-06,0.00046650699999999996,1
5367,0.28,5e-07,0.56,5,1.35e-06,0.00040408,1
8936,0.52,5e-07,0.64,5,1.4e-06,0.00034573599999999997,1
18466,0.52,7e-07,0.48,5,1.54e-06,0.00075164,1
14459,0.2,7e-07,0.4,5,1.56e-06,0.00012090000000000001,1
23239,0.52,7e-07,0.64,5,1.6e-06,-1.58e-05,1
3238,0.36,5e-07,0.48,5,1.61e-06,1.26e-05,1
14891,0.28,7e-07,0.4,5,1.49e-06,4.9e-05,1
3776,0.44,5e-07,0.48,5,1.34e-06,0.000599581,1
17632,0.36,7e-07,0.48,5,1.62e-06,0.000137546,1
942,0.36,5e-07,0.4,5,1.39e-06,0.000392247,1
13773,0.52,5e-07,0.8,5,1.34e-06,0.000264395,1
1388,0.44,5e-07,0.4,5,1.32e-06,0.00280798,1
24081,0.2,7e-07,0.72,5,1.51e-06,0.00195755,1
9719,0.2,5e-07,0.72,5,1.44e-06,6.56e-05,1
4404,0.6,5e-07,0.48,5,1.69e-06,3.9500000000000005e-05,1
25299,0.44,7e-07,0.72,5,1.47e-06,0.12478199999999999,1
21353,0.6,7e-07,0.56,5,1.37e-06,0.0113899,1
11751,0.6,5e-07,0.72,5,1.38e-06,0.000338244,1
18850,0.6,7e-07,0.48,5,1.58e-06,-2.8999999999999997e-05,1
8189,0.36,5e-07,0.64,5,1.32e-06,0.000677984,1
20927,0.52,7e-07,0.56,5,1.42e-06,0.189942,1
15259,0.36,7e-07,0.4,5,1.56e-06,0.000615091,1
20100,0.36,7e-07,0.56,5,1.47e-06,0.00154196,1
7243,0.2,5e-07,0.64,5,1.59e-06,0.000634626,1
2853,0.28,5e-07,0.48,5,1.57e-06,0.00037806199999999997,1
15660,0.44,7e-07,0.4,5,1.56e-06,0.00112687,1
3313,0.36,5e-07,0.48,5,1.45e-06,0.00017381900000000002,1
8532,0.44,5e-07,0.64,5,1.41e-06,9.83e-05,1
2961,0.28,5e-07,0.48,5,1.36e-06,0.000816876,1
14883,0.28,7e-07,0.4,5,1.51e-06,0.000317651,1
6556,0.52,5e-07,0.56,5,1.37e-06,0.000153786,1
16190,0.52,7e-07,0.4,5,1.31e-06,0.00439556,1
21340,0.6,7e-07,0.56,5,1.4e-06,0.020618,1
23708,0.6,7e-07,0.64,5,1.46e-06,0.204231,1
8129,0.36,5e-07,0.64,5,1.42e-06,8.27e-05,1
14452,0.2,7e-07,0.4,5,1.57e-06,0.000570111,1
21699,0.2,7e-07,0.64,5,1.47e-06,0.00277465,1
5620,0.36,5e-07,0.56,5,1.65e-06,0.00016274,1
126,0.2,5e-07,0.4,5,1.42e-06,0.00014134,1
6447,0.52,5e-07,0.56,5,1.58e-06,0.000252124,1
14056,0.6,5e-07,0.8,5,1.56e-06,0.0012642,1
22107,0.28,7e-07,0.64,5,1.46e-06,0.0171305,1
865,0.36,5e-07,0.4,5,1.54e-06,0.000873078,1
13702,0.52,5e-07,0.8,5,1.47e-06,-1.66e-05,1
15218,0.36,7e-07,0.4,5,1.65e-06,-3.75e-05,1
6000,0.44,5e-07,0.56,5,1.7e-06,-2.7000000000000002e-05,1
5238,0.28,5e-07,0.56,5,1.61e-06,-5.97e-06,1
19218,0.2,7e-07,0.56,5,1.65e-06,0.000200741,1
8833,0.52,5e-07,0.64,5,1.62e-06,0.000219708,1
18563,0.52,7e-07,0.48,5,1.36e-06,0.0293688,1
2179,0.6,5e-07,0.4,5,1.33e-06,2.23e-05,1
6996,0.6,5e-07,0.56,5,1.3e-06,0.000375485,1
6872,0.6,5e-07,0.56,5,1.53e-06,0.000318749,1
2913,0.28,5e-07,0.48,5,1.45e-06,9.19e-05,1
6077,0.44,5e-07,0.56,5,1.52e-06,0.000325734,1
2928,0.28,5e-07,0.48,5,1.42e-06,0.000364314,1
1774,0.52,5e-07,0.4,5,1.34e-06,0.000460254,1
577,0.28,5e-07,0.4,5,1.33e-06,0.000700078,1
18517,0.52,7e-07,0.48,5,1.44e-06,0.0305495,1
14542,0.2,7e-07,0.4,5,1.39e-06,0.000892097,1
1717,0.52,5e-07,0.4,5,1.44e-06,0.000186192,1
8572,0.44,5e-07,0.64,5,1.34e-06,0.0005400569999999999,1
19669,0.28,7e-07,0.56,5,1.54e-06,0.00046137099999999997,1
12024,0.2,5e-07,0.8,5,1.64e-06,0.000288472,1
8527,0.44,5e-07,0.64,5,1.42e-06,8.68e-05,1
6035,0.44,5e-07,0.56,5,1.61e-06,0.000276253,1
835,0.36,5e-07,0.4,5,1.61e-06,0.000154679,1
13663,0.52,5e-07,0.8,5,1.55e-06,0.0003205,1
4128,0.52,5e-07,0.48,5,1.42e-06,7.5e-05,1
18138,0.44,7e-07,0.48,5,1.4e-06,0.183806,1
1781,0.52,5e-07,0.4,5,1.33e-06,0.000411686,1
14427,0.2,7e-07,0.4,5,1.63e-06,-2.33e-05,1
1689,0.52,5e-07,0.4,5,1.49e-06,0.000382666,1
12830,0.36,5e-07,0.8,5,1.62e-06,-2.8000000000000003e-05,1
6845,0.6,5e-07,0.56,5,1.59e-06,1.32e-06,1
4948,0.2,5e-07,0.56,5,1.38e-06,0.000464809,1
15606,0.44,7e-07,0.4,5,1.68e-06,-8.070000000000001e-05,1
23608,0.6,7e-07,0.64,5,1.68e-06,-7.509999999999998e-05,1
17798,0.36,7e-07,0.48,5,1.3e-06,0.018896,1
20597,0.44,7e-07,0.56,5,1.3e-06,0.000195563,1
15205,0.36,7e-07,0.4,5,1.69e-06,-4.93e-05,1
20854,0.52,7e-07,0.56,5,1.57e-06,0.000323857,1
8481,0.44,5e-07,0.64,5,1.51e-06,8.740000000000001e-05,1
11336,0.52,5e-07,0.72,5,1.4e-06,0.00012282799999999998,1
12017,0.2,5e-07,0.8,5,1.66e-06,5.3e-05,1
132,0.2,5e-07,0.4,5,1.41e-06,0.00010486299999999999,1
12111,0.2,5e-07,0.8,5,1.45e-06,-1.23e-05,1
18126,0.44,7e-07,0.48,5,1.42e-06,0.0329838,1
20499,0.44,7e-07,0.56,5,1.47e-06,0.00203327,1
15322,0.36,7e-07,0.4,5,1.43e-06,0.000460005,1
11324,0.52,5e-07,0.72,5,1.43e-06,0.00024759099999999997,1
21776,0.2,7e-07,0.64,5,1.34e-06,0.021652900000000003,1
17731,0.36,7e-07,0.48,5,1.41e-06,0.0233905,1
17368,0.28,7e-07,0.48,5,1.35e-06,0.0911105,1
11730,0.6,5e-07,0.72,5,1.42e-06,5.8299999999999994e-05,1
13678,0.52,5e-07,0.8,5,1.52e-06,-4.44e-07,1
17769,0.36,7e-07,0.48,5,1.35e-06,0.0849037,1
24562,0.28,7e-07,0.72,5,1.36e-06,0.0007230139999999999,1
12815,0.36,5e-07,0.8,5,1.66e-06,1.23e-05,1
14544,0.2,7e-07,0.4,5,1.39e-06,0.000845429,1
18199,0.44,7e-07,0.48,5,1.3e-06,0.00229746,1
2519,0.2,5e-07,0.48,5,1.44e-06,2.72e-05,1
21777,0.2,7e-07,0.64,5,1.33e-06,0.0193789,1
19760,0.28,7e-07,0.56,5,1.36e-06,0.039933800000000005,1
9303,0.6,5e-07,0.64,5,1.47e-06,0.00013350799999999998,1
24158,0.2,7e-07,0.72,5,1.37e-06,0.004039,1
11691,0.6,5e-07,0.72,5,1.49e-06,0.000139452,1
11713,0.6,5e-07,0.72,5,1.45e-06,2.97e-05,1
12912,0.36,5e-07,0.8,5,1.45e-06,2.46e-05,1
11791,0.6,5e-07,0.72,5,1.31e-06,8.87e-05,1
10064,0.28,5e-07,0.72,5,1.55e-06,0.000627115,1
3334,0.36,5e-07,0.48,5,1.41e-06,7.390000000000001e-05,1
23249,0.52,7e-07,0.64,5,1.58e-06,0.000563648,1
12817,0.36,5e-07,0.8,5,1.66e-06,5.479999999999999e-05,1
2056,0.6,5e-07,0.4,5,1.56e-06,9.83e-05,1
21739,0.2,7e-07,0.64,5,1.4e-06,0.060050599999999996,1
8073,0.36,5e-07,0.64,5,1.53e-06,0.000424984,1
4158,0.52,5e-07,0.48,5,1.37e-06,0.000387617,1
9281,0.6,5e-07,0.64,5,1.51e-06,0.000617327,1
2131,0.6,5e-07,0.4,5,1.41e-06,8.63e-05,1
20022,0.36,7e-07,0.56,5,1.64e-06,8.8e-05,1
21637,0.2,7e-07,0.64,5,1.61e-06,0.000524873,1
11296,0.52,5e-07,0.72,5,1.48e-06,4.85e-05,1
22980,0.44,7e-07,0.64,5,1.33e-06,0.000211626,1
24157,0.2,7e-07,0.72,5,1.37e-06,0.00212831,1
2077,0.6,5e-07,0.4,5,1.52e-06,0.00031784,1
12054,0.2,5e-07,0.8,5,1.57e-06,0.000151355,1
25325,0.44,7e-07,0.72,5,1.42e-06,0.0749063,1
7206,0.2,5e-07,0.64,5,1.68e-06,-1.84e-06,1
4949,0.2,5e-07,0.56,5,1.38e-06,0.000490829,1
19373,0.2,7e-07,0.56,5,1.34e-06,0.029871299999999996,1
5642,0.36,5e-07,0.56,5,1.6e-06,0.000559338,1
18065,0.44,7e-07,0.48,5,1.54e-06,7e-06,1
19694,0.28,7e-07,0.56,5,1.48e-06,0.000713725,1
12958,0.36,5e-07,0.8,5,1.37e-06,0.000858597,1
17686,0.36,7e-07,0.48,5,1.5e-06,0.000530279,1
25310,0.44,7e-07,0.72,5,1.45e-06,0.198255,1
14831,0.28,7e-07,0.4,5,1.62e-06,0.000226714,1
5334,0.28,5e-07,0.56,5,1.41e-06,0.00010251700000000001,1
16435,0.6,7e-07,0.4,5,1.61e-06,0.000139394,1
14190,0.6,5e-07,0.8,5,1.31e-06,0.00226091,1
20192,0.36,7e-07,0.56,5,1.31e-06,0.0007480010000000001,1
8168,0.36,5e-07,0.64,5,1.35e-06,0.000695865,1
19639,0.28,7e-07,0.56,5,1.6e-06,0.000153959,1
19303,0.2,7e-07,0.56,5,1.47e-06,0.00112647,1
7669,0.28,5e-07,0.64,5,1.54e-06,0.000653714,1
19228,0.2,7e-07,0.56,5,1.63e-06,0.000273807,1
25201,0.44,7e-07,0.72,5,1.7e-06,-4.93e-05,1
20141,0.36,7e-07,0.56,5,1.4e-06,0.126799,1
14845,0.28,7e-07,0.4,5,1.59e-06,0.000409305,1
14103,0.6,5e-07,0.8,5,1.47e-06,0.000685356,1
506,0.28,5e-07,0.4,5,1.46e-06,0.00023519,1
14930,0.28,7e-07,0.4,5,1.42e-06,0.000461201,1
14860,0.28,7e-07,0.4,5,1.56e-06,0.000126391,1
5667,0.36,5e-07,0.56,5,1.54e-06,7.45e-05,1
7368,0.2,5e-07,0.64,5,1.35e-06,0.000436349,1
9359,0.6,5e-07,0.64,5,1.36e-06,0.000499995,1
12173,0.2,5e-07,0.8,5,1.34e-06,0.00058066,1
12977,0.36,5e-07,0.8,5,1.33e-06,0.000108274,1
3732,0.44,5e-07,0.48,5,1.41e-06,3.85e-05,1
19748,0.28,7e-07,0.56,5,1.38e-06,0.0732608,1
24018,0.2,7e-07,0.72,5,1.65e-06,-4.8700000000000005e-05,1
596,0.28,5e-07,0.4,5,1.3e-06,6.43e-05,1
7223,0.2,5e-07,0.64,5,1.64e-06,1.7100000000000002e-05,1
4022,0.52,5e-07,0.48,5,1.64e-06,-1.13e-05,1
3711,0.44,5e-07,0.48,5,1.45e-06,0.000219664,1
22047,0.28,7e-07,0.64,5,1.58e-06,0.000212992,1
20895,0.52,7e-07,0.56,5,1.48e-06,0.00263079,1
9327,0.6,5e-07,0.64,5,1.42e-06,0.000184889,1
22133,0.28,7e-07,0.64,5,1.41e-06,0.0989711,1
12135,0.2,5e-07,0.8,5,1.41e-06,0.00014765200000000002,1
15230,0.36,7e-07,0.4,5,1.62e-06,0.00031333,1
4488,0.6,5e-07,0.48,5,1.5e-06,0.00038636300000000003,1
14170,0.6,5e-07,0.8,5,1.35e-06,0.0008572860000000001,1
14877,0.28,7e-07,0.4,5,1.52e-06,0.00094656,1
12927,0.36,5e-07,0.8,5,1.42e-06,0.000145147,1
16450,0.6,7e-07,0.4,5,1.58e-06,0.000188136,1
25290,0.44,7e-07,0.72,5,1.49e-06,0.0403885,1
12923,0.36,5e-07,0.8,5,1.43e-06,0.00014916200000000002,1
17727,0.36,7e-07,0.48,5,1.42e-06,0.00879425,1
22835,0.44,7e-07,0.64,5,1.61e-06,0.00045943599999999997,1
4108,0.52,5e-07,0.48,5,1.46e-06,0.000219263,1
9678,0.2,5e-07,0.72,5,1.52e-06,6.73e-05,1
24548,0.28,7e-07,0.72,5,1.38e-06,0.00610995,1
4477,0.6,5e-07,0.48,5,1.52e-06,0.000299126,1
8029,0.36,5e-07,0.64,5,1.63e-06,0.000118541,1
16469,0.6,7e-07,0.4,5,1.54e-06,0.000581006,1
22923,0.44,7e-07,0.64,5,1.43e-06,0.161226,1
23320,0.52,7e-07,0.64,5,1.43e-06,0.164582,1
8924,0.52,5e-07,0.64,5,1.43e-06,6.879999999999999e-05,1
16930,0.2,7e-07,0.48,5,1.42e-06,0.000955241,1
6493,0.52,5e-07,0.56,5,1.49e-06,0.00025661,1
23752,0.6,7e-07,0.64,5,1.38e-06,0.00352388,1
2411,0.2,5e-07,0.48,5,1.67e-06,-3.61e-07,1
13734,0.52,5e-07,0.8,5,1.41e-06,0.000353445,1
494,0.28,5e-07,0.4,5,1.48e-06,3.95e-06,1
5284,0.28,5e-07,0.56,5,1.5e-06,0.000487474,1
20998,0.52,7e-07,0.56,5,1.3e-06,0.000133874,1
2413,0.2,5e-07,0.48,5,1.67e-06,6.56e-06,1
20971,0.52,7e-07,0.56,5,1.34e-06,0.00505844,1
13239,0.44,5e-07,0.8,5,1.6e-06,1.93e-05,1
12087,0.2,5e-07,0.8,5,1.5e-06,2.8300000000000003e-05,1
18431,0.52,7e-07,0.48,5,1.62e-06,-1.63e-05,1
13340,0.44,5e-07,0.8,5,1.4e-06,0.000375215,1
10134,0.28,5e-07,0.72,5,1.41e-06,0.00034228199999999996,1
24070,0.2,7e-07,0.72,5,1.53e-06,0.000583249,1
3647,0.44,5e-07,0.48,5,1.58e-06,0.0007379260000000001,1
20831,0.52,7e-07,0.56,5,1.62e-06,0.000429056,1
6894,0.6,5e-07,0.56,5,1.48e-06,5.9999999999999995e-05,1
18027,0.44,7e-07,0.48,5,1.63e-06,8.18e-05,1
22034,0.28,7e-07,0.64,5,1.62e-06,0.0005125269999999999,1
19645,0.28,7e-07,0.56,5,1.59e-06,0.000821882,1
19707,0.28,7e-07,0.56,5,1.46e-06,0.00183588,1
10430,0.36,5e-07,0.72,5,1.62e-06,0.000356395,1
23266,0.52,7e-07,0.64,5,1.54e-06,0.000447985,1
8932,0.52,5e-07,0.64,5,1.41e-06,0.000217963,1
16127,0.52,7e-07,0.4,5,1.42e-06,0.00665026,1
1209,0.44,5e-07,0.4,5,1.68e-06,-1.14e-06,1
7303,0.2,5e-07,0.64,5,1.47e-06,0.000245009,1
21270,0.6,7e-07,0.56,5,1.53e-06,0.000736003,1
24172,0.2,7e-07,0.72,5,1.34e-06,0.000608955,1
4018,0.52,5e-07,0.48,5,1.65e-06,5.550000000000001e-05,1
7681,0.28,5e-07,0.64,5,1.51e-06,4.79e-05,1
5201,0.28,5e-07,0.56,5,1.7e-06,-2.7600000000000003e-05,1
2914,0.28,5e-07,0.48,5,1.45e-06,0.000115474,1
2430,0.2,5e-07,0.48,5,1.62e-06,0.000217555,1
7296,0.2,5e-07,0.64,5,1.48e-06,0.00018762099999999998,1
17360,0.28,7e-07,0.48,5,1.36e-06,0.134978,1
22572,0.36,7e-07,0.64,5,1.34e-06,0.000732757,1
5717,0.36,5e-07,0.56,5,1.44e-06,1.88e-05,1
20096,0.36,7e-07,0.56,5,1.48e-06,0.00134625,1
22853,0.44,7e-07,0.64,5,1.57e-06,0.000935929,1
16061,0.52,7e-07,0.4,5,1.55e-06,0.000296855,1
13778,0.52,5e-07,0.8,5,1.33e-06,0.000322887,1
952,0.36,5e-07,0.4,5,1.38e-06,4.13e-05,1
7699,0.28,5e-07,0.64,5,1.47e-06,0.000250689,1
20160,0.36,7e-07,0.56,5,1.36e-06,0.040852,1
5625,0.36,5e-07,0.56,5,1.64e-06,4.970000000000001e-05,1
24563,0.28,7e-07,0.72,5,1.36e-06,0.000791994,1
8893,0.52,5e-07,0.64,5,1.49e-06,9.01e-05,1
15203,0.36,7e-07,0.4,5,1.69e-06,-4.970000000000001e-05,1
10033,0.28,5e-07,0.72,5,1.62e-06,0.000283132,1
12526,0.28,5e-07,0.8,5,1.42e-06,0.00017685700000000002,1
2036,0.6,5e-07,0.4,5,1.61e-06,0.000312292,1
10974,0.44,5e-07,0.72,5,1.34e-06,0.000579241,1
22484,0.36,7e-07,0.64,5,1.5e-06,0.0014328,1
10923,0.44,5e-07,0.72,5,1.43e-06,0.000204942,1
6050,0.44,5e-07,0.56,5,1.58e-06,0.000451665,1
17364,0.28,7e-07,0.48,5,1.36e-06,0.11020799999999999,1
20159,0.36,7e-07,0.56,5,1.36e-06,0.0422001,1
16132,0.52,7e-07,0.4,5,1.41e-06,0.016475099999999996,1
22583,0.36,7e-07,0.64,5,1.33e-06,0.00033094,1
17655,0.36,7e-07,0.48,5,1.57e-06,0.00125022,1
8885,0.52,5e-07,0.64,5,1.5e-06,0.00042940800000000005,1
4169,0.52,5e-07,0.48,5,1.35e-06,0.000350102,1
22433,0.36,7e-07,0.64,5,1.62e-06,0.000547574,1
16455,0.6,7e-07,0.4,5,1.57e-06,-1.1400000000000001e-05,1
2080,0.6,5e-07,0.4,5,1.51e-06,0.000279599,1
25242,0.44,7e-07,0.72,5,1.6e-06,0.00035432,1
8036,0.36,5e-07,0.64,5,1.61e-06,0.00043349199999999995,1
14815,0.28,7e-07,0.4,5,1.66e-06,-2.9600000000000005e-05,1
12515,0.28,5e-07,0.8,5,1.44e-06,4.74e-05,1
11735,0.6,5e-07,0.72,5,1.41e-06,0.000124972,1
24476,0.28,7e-07,0.72,5,1.52e-06,0.00156473,1
889,0.36,5e-07,0.4,5,1.49e-06,4.16e-05,1
3308,0.36,5e-07,0.48,5,1.46e-06,6.54e-05,1
18590,0.52,7e-07,0.48,5,1.31e-06,0.00194551,1
13332,0.44,5e-07,0.8,5,1.41e-06,0.00017742799999999998,1
24478,0.28,7e-07,0.72,5,1.52e-06,0.00183631,1
10079,0.28,5e-07,0.72,5,1.51e-06,3.5100000000000006e-05,1
18915,0.6,7e-07,0.48,5,1.44e-06,0.0689029,1
528,0.28,5e-07,0.4,5,1.42e-06,0.000106997,1
23262,0.52,7e-07,0.64,5,1.55e-06,1.51e-05,1
15710,0.44,7e-07,0.4,5,1.45e-06,0.00047076,1
4132,0.52,5e-07,0.48,5,1.41e-06,0.000186674,1
22470,0.36,7e-07,0.64,5,1.53e-06,2.61e-05,1
410,0.28,5e-07,0.4,5,1.67e-06,4.05e-05,1
21746,0.2,7e-07,0.64,5,1.39e-06,0.038839099999999994,1
14857,0.28,7e-07,0.4,5,1.56e-06,2.94e-06,1
1769,0.52,5e-07,0.4,5,1.35e-06,0.00020694099999999998,1
16479,0.6,7e-07,0.4,5,1.51e-06,0.0005051119999999999,1
16933,0.2,7e-07,0.48,5,1.41e-06,0.00162262,1
