,Fill Factor,Pitch,Duty Cycle,Theta,Lambda,Transmission,Mode
10495,0.36,5e-07,0.72,5,1.48e-06,4.3700000000000005e-05,1
24547,0.28,7e-07,0.72,5,1.39e-06,0.011798399999999999,1
6815,0.6,5e-07,0.56,5,1.66e-06,-4.72e-05,1
899,0.36,5e-07,0.4,5,1.47e-06,0.000289825,1
21204,0.6,7e-07,0.56,5,1.69e-06,-4.36e-05,1
20908,0.52,7e-07,0.56,5,1.46e-06,0.05302919999999999,1
4541,0.6,5e-07,0.48,5,1.4e-06,0.000133286,1
19674,0.28,7e-07,0.56,5,1.53e-06,0.000597709,1
4975,0.2,5e-07,0.56,5,1.34e-06,0.000380331,1
7659,0.28,5e-07,0.64,5,1.56e-06,1.17e-05,1
14067,0.6,5e-07,0.8,5,1.54e-06,0.000564816,1
10928,0.44,5e-07,0.72,5,1.42e-06,0.0003451,1
7362,0.2,5e-07,0.64,5,1.36e-06,0.00041175300000000005,1
23745,0.6,7e-07,0.64,5,1.39e-06,0.0014149000000000002,1
20138,0.36,7e-07,0.56,5,1.4e-06,0.15071800000000002,1
20988,0.52,7e-07,0.56,5,1.32e-06,0.000237764,1
22027,0.28,7e-07,0.64,5,1.63e-06,2.1600000000000003e-05,1
2592,0.2,5e-07,0.48,5,1.31e-06,0.000346986,1
17612,0.36,7e-07,0.48,5,1.67e-06,-2.7000000000000002e-05,1
7726,0.28,5e-07,0.64,5,1.42e-06,0.000110999,1
195,0.2,5e-07,0.4,5,1.31e-06,0.00023654900000000001,1
4086,0.52,5e-07,0.48,5,1.5e-06,7.01e-05,1
15333,0.36,7e-07,0.4,5,1.41e-06,6.73e-05,1
22109,0.28,7e-07,0.64,5,1.45e-06,0.0240227,1
18141,0.44,7e-07,0.48,5,1.4e-06,0.227575,1
15221,0.36,7e-07,0.4,5,1.65e-06,2.1600000000000003e-05,1
59,0.2,5e-07,0.4,5,1.56e-06,-5e-06,1
11636,0.6,5e-07,0.72,5,1.61e-06,2.8899999999999998e-05,1
6400,0.52,5e-07,0.56,5,1.7e-06,2.4e-05,1
14511,0.2,7e-07,0.4,5,1.45e-06,0.00025137,1
2893,0.28,5e-07,0.48,5,1.49e-06,0.00023403400000000002,1
19759,0.28,7e-07,0.56,5,1.36e-06,0.041271300000000004,1
20010,0.36,7e-07,0.56,5,1.67e-06,3.13e-05,1
881,0.36,5e-07,0.4,5,1.51e-06,8.28e-05,1
14039,0.6,5e-07,0.8,5,1.6e-06,5.78e-06,1
20556,0.44,7e-07,0.56,5,1.37e-06,0.036775999999999996,1
20847,0.52,7e-07,0.56,5,1.58e-06,2.64e-05,1
12493,0.28,5e-07,0.8,5,1.49e-06,0.00012523299999999998,1
5754,0.36,5e-07,0.56,5,1.37e-06,0.000229124,1
18430,0.52,7e-07,0.48,5,1.62e-06,-4.3e-05,1
12447,0.28,5e-07,0.8,5,1.58e-06,0.000123442,1
23302,0.52,7e-07,0.64,5,1.47e-06,0.09226569999999999,1
16543,0.6,7e-07,0.4,5,1.39e-06,0.0247529,1
12965,0.36,5e-07,0.8,5,1.35e-06,0.000959313,1
6045,0.44,5e-07,0.56,5,1.59e-06,0.000603405,1
9723,0.2,5e-07,0.72,5,1.43e-06,8.120000000000001e-05,1
3609,0.44,5e-07,0.48,5,1.68e-06,-1.29e-05,1
2005,0.6,5e-07,0.4,5,1.69e-06,-4.88e-05,1
23615,0.6,7e-07,0.64,5,1.66e-06,-1.7899999999999998e-05,1
178,0.2,5e-07,0.4,5,1.33e-06,0.000123584,1
16043,0.52,7e-07,0.4,5,1.59e-06,0.000251112,1
20807,0.52,7e-07,0.56,5,1.68e-06,1.92e-05,1
10864,0.44,5e-07,0.72,5,1.55e-06,7.91e-05,1
17677,0.36,7e-07,0.48,5,1.52e-06,0.000517377,1
7721,0.28,5e-07,0.64,5,1.43e-06,8.28e-05,1
3668,0.44,5e-07,0.48,5,1.54e-06,-3.19e-05,1
3644,0.44,5e-07,0.48,5,1.59e-06,0.000573684,1
55,0.2,5e-07,0.4,5,1.57e-06,3.8299999999999996e-05,1
2076,0.6,5e-07,0.4,5,1.52e-06,0.00031817900000000003,1
20547,0.44,7e-07,0.56,5,1.39e-06,0.0598556,1
13224,0.44,5e-07,0.8,5,1.64e-06,0.000114528,1
13682,0.52,5e-07,0.8,5,1.51e-06,0.000159775,1
16058,0.52,7e-07,0.4,5,1.56e-06,0.000527286,1
14107,0.6,5e-07,0.8,5,1.46e-06,0.000600278,1
5608,0.36,5e-07,0.56,5,1.68e-06,1.66e-05,1
7341,0.2,5e-07,0.64,5,1.4e-06,0.000123306,1
14890,0.28,7e-07,0.4,5,1.49e-06,2.47e-05,1
14181,0.6,5e-07,0.8,5,1.33e-06,0.000773315,1
4580,0.6,5e-07,0.48,5,1.33e-06,0.000360736,1
508,0.28,5e-07,0.4,5,1.46e-06,0.00024301900000000003,1
22437,0.36,7e-07,0.64,5,1.61e-06,0.00066098,1
22528,0.36,7e-07,0.64,5,1.42e-06,0.13536800000000002,1
14026,0.6,5e-07,0.8,5,1.63e-06,-4.6299999999999994e-05,1
3369,0.36,5e-07,0.48,5,1.35e-06,0.00011853100000000001,1
10459,0.36,5e-07,0.72,5,1.56e-06,0.000544357,1
1283,0.44,5e-07,0.4,5,1.51e-06,0.000125525,1
18970,0.6,7e-07,0.48,5,1.35e-06,0.00680076,1
14818,0.28,7e-07,0.4,5,1.65e-06,-5.2000000000000004e-05,1
2834,0.28,5e-07,0.48,5,1.62e-06,8.46e-05,1
15216,0.36,7e-07,0.4,5,1.66e-06,-5.6200000000000004e-05,1
23609,0.6,7e-07,0.64,5,1.68e-06,-7.68e-05,1
16801,0.2,7e-07,0.48,5,1.7e-06,-1.83e-05,1
9342,0.6,5e-07,0.64,5,1.39e-06,0.000130966,1
21369,0.6,7e-07,0.56,5,1.35e-06,0.00212121,1
2093,0.6,5e-07,0.4,5,1.49e-06,0.000126726,1
20169,0.36,7e-07,0.56,5,1.35e-06,0.035706,1
1385,0.44,5e-07,0.4,5,1.32e-06,0.00260003,1
75,0.2,5e-07,0.4,5,1.52e-06,0.000602592,1
3342,0.36,5e-07,0.48,5,1.39e-06,0.00010835200000000001,1
10178,0.28,5e-07,0.72,5,1.33e-06,0.000618823,1
20872,0.52,7e-07,0.56,5,1.53e-06,7.7e-05,1
1269,0.44,5e-07,0.4,5,1.54e-06,0.000278604,1
8083,0.36,5e-07,0.64,5,1.51e-06,-1.04e-05,1
5311,0.28,5e-07,0.56,5,1.45e-06,0.00018458,1
11639,0.6,5e-07,0.72,5,1.6e-06,0.000151396,1
2813,0.28,5e-07,0.48,5,1.67e-06,1.36e-05,1
17287,0.28,7e-07,0.48,5,1.5e-06,0.000616391,1
22928,0.44,7e-07,0.64,5,1.42e-06,0.124859,1
24886,0.36,7e-07,0.72,5,1.5e-06,0.00875495,1
13737,0.52,5e-07,0.8,5,1.4e-06,0.00043346300000000003,1
22195,0.28,7e-07,0.64,5,1.31e-06,0.000280282,1
6941,0.6,5e-07,0.56,5,1.4e-06,0.00027267599999999996,1
10875,0.44,5e-07,0.72,5,1.52e-06,8.65e-05,1
2887,0.28,5e-07,0.48,5,1.5e-06,9.31e-05,1
4010,0.52,5e-07,0.48,5,1.67e-06,4.03e-05,1
10126,0.28,5e-07,0.72,5,1.42e-06,9.449999999999999e-05,1
14518,0.2,7e-07,0.4,5,1.44e-06,9.76e-05,1
13297,0.44,5e-07,0.8,5,1.48e-06,0.000146861,1
4082,0.52,5e-07,0.48,5,1.51e-06,0.000311993,1
22914,0.44,7e-07,0.64,5,1.45e-06,0.143595,1
6933,0.6,5e-07,0.56,5,1.41e-06,0.00011031,1
935,0.36,5e-07,0.4,5,1.41e-06,0.00035946800000000005,1
4038,0.52,5e-07,0.48,5,1.61e-06,0.000390398,1
18472,0.52,7e-07,0.48,5,1.53e-06,0.000926795,1
24190,0.2,7e-07,0.72,5,1.31e-06,0.000375739,1
895,0.36,5e-07,0.4,5,1.48e-06,0.000233589,1
18955,0.6,7e-07,0.48,5,1.37e-06,0.0102174,1
6930,0.6,5e-07,0.56,5,1.42e-06,7.509999999999998e-05,1
7233,0.2,5e-07,0.64,5,1.62e-06,6.07e-05,1
19229,0.2,7e-07,0.56,5,1.63e-06,0.00024161,1
127,0.2,5e-07,0.4,5,1.42e-06,0.000134805,1
8455,0.44,5e-07,0.64,5,1.57e-06,0.000247633,1
1301,0.44,5e-07,0.4,5,1.47e-06,0.00016317100000000001,1
11676,0.6,5e-07,0.72,5,1.52e-06,0.00022691900000000001,1
10508,0.36,5e-07,0.72,5,1.46e-06,7.780000000000001e-05,1
24468,0.28,7e-07,0.72,5,1.54e-06,0.000693377,1
7203,0.2,5e-07,0.64,5,1.69e-06,-2.65e-05,1
3676,0.44,5e-07,0.48,5,1.52e-06,0.00040914900000000004,1
19,0.2,5e-07,0.4,5,1.65e-06,7.87e-06,1
3784,0.44,5e-07,0.48,5,1.32e-06,0.00037321800000000003,1
10888,0.44,5e-07,0.72,5,1.5e-06,-3.09e-06,1
10808,0.44,5e-07,0.72,5,1.68e-06,8.79e-05,1
20880,0.52,7e-07,0.56,5,1.51e-06,0.00127988,1
25353,0.44,7e-07,0.72,5,1.37e-06,0.000398833,1
10075,0.28,5e-07,0.72,5,1.52e-06,-3.2500000000000004e-05,1
8517,0.44,5e-07,0.64,5,1.44e-06,9.740000000000001e-05,1
16960,0.2,7e-07,0.48,5,1.36e-06,0.102611,1
843,0.36,5e-07,0.4,5,1.59e-06,-1.25e-06,1
24561,0.28,7e-07,0.72,5,1.36e-06,0.0005345819999999999,1
16130,0.52,7e-07,0.4,5,1.42e-06,0.0117223,1
10535,0.36,5e-07,0.72,5,1.41e-06,0.00024207799999999998,1
2024,0.6,5e-07,0.4,5,1.64e-06,-3.53e-05,1
16538,0.6,7e-07,0.4,5,1.4e-06,0.0206703,1
823,0.36,5e-07,0.4,5,1.64e-06,0.000160347,1
1294,0.44,5e-07,0.4,5,1.48e-06,0.000413322,1
17247,0.28,7e-07,0.48,5,1.58e-06,2.1600000000000003e-05,1
11243,0.52,5e-07,0.72,5,1.59e-06,3.11e-05,1
24098,0.2,7e-07,0.72,5,1.48e-06,0.0196049,1
2806,0.28,5e-07,0.48,5,1.68e-06,-1.13e-05,1
20473,0.44,7e-07,0.56,5,1.53e-06,6.36e-05,1
15343,0.36,7e-07,0.4,5,1.39e-06,0.00794449,1
4110,0.52,5e-07,0.48,5,1.45e-06,0.000161695,1
11308,0.52,5e-07,0.72,5,1.46e-06,-8.25e-06,1
18886,0.6,7e-07,0.48,5,1.5e-06,0.00095944,1
25309,0.44,7e-07,0.72,5,1.45e-06,0.19884300000000002,1
20931,0.52,7e-07,0.56,5,1.41e-06,0.169188,1
855,0.36,5e-07,0.4,5,1.57e-06,0.000259357,1
12133,0.2,5e-07,0.8,5,1.41e-06,0.000151445,1
12962,0.36,5e-07,0.8,5,1.36e-06,0.000986586,1
9681,0.2,5e-07,0.72,5,1.51e-06,0.00023962400000000002,1
23292,0.52,7e-07,0.64,5,1.49e-06,0.0204898,1
22844,0.44,7e-07,0.64,5,1.59e-06,-4.8e-05,1
8483,0.44,5e-07,0.64,5,1.51e-06,0.000190788,1
9367,0.6,5e-07,0.64,5,1.35e-06,0.000547208,1
23299,0.52,7e-07,0.64,5,1.47e-06,0.0642843,1
21782,0.2,7e-07,0.64,5,1.33e-06,0.0017695,1
16510,0.6,7e-07,0.4,5,1.45e-06,0.00140837,1
13628,0.52,5e-07,0.8,5,1.63e-06,-6.22e-05,1
20964,0.52,7e-07,0.56,5,1.36e-06,0.0181734,1
8178,0.36,5e-07,0.64,5,1.33e-06,0.0007781289999999999,1
10933,0.44,5e-07,0.72,5,1.41e-06,0.000371325,1
3672,0.44,5e-07,0.48,5,1.53e-06,0.00010437100000000001,1
2901,0.28,5e-07,0.48,5,1.47e-06,0.00010845700000000001,1
24048,0.2,7e-07,0.72,5,1.58e-06,0.000279596,1
9745,0.2,5e-07,0.72,5,1.39e-06,0.00036296,1
22194,0.28,7e-07,0.64,5,1.31e-06,0.00033385699999999996,1
13381,0.44,5e-07,0.8,5,1.33e-06,0.000359269,1
13757,0.52,5e-07,0.8,5,1.37e-06,0.0009491739999999999,1
20013,0.36,7e-07,0.56,5,1.67e-06,9.82e-05,1
16074,0.52,7e-07,0.4,5,1.53e-06,0.00023704900000000003,1
16855,0.2,7e-07,0.48,5,1.57e-06,0.00025411,1
5685,0.36,5e-07,0.56,5,1.5e-06,0.00047813300000000005,1
9769,0.2,5e-07,0.72,5,1.35e-06,0.000661007,1
20115,0.36,7e-07,0.56,5,1.44e-06,0.018404300000000002,1
24165,0.2,7e-07,0.72,5,1.35e-06,0.000305762,1
10461,0.36,5e-07,0.72,5,1.55e-06,0.000449497,1
13341,0.44,5e-07,0.8,5,1.4e-06,0.000381001,1
25301,0.44,7e-07,0.72,5,1.47e-06,0.146759,1
12938,0.36,5e-07,0.8,5,1.4e-06,0.000301564,1
15361,0.36,7e-07,0.4,5,1.36e-06,0.225134,1
522,0.28,5e-07,0.4,5,1.43e-06,0.000114592,1
2980,0.28,5e-07,0.48,5,1.33e-06,0.00012640200000000001,1
7337,0.2,5e-07,0.64,5,1.4e-06,0.000171434,1
11607,0.6,5e-07,0.72,5,1.68e-06,-5.59e-05,1
22888,0.44,7e-07,0.64,5,1.5e-06,0.00320287,1
12080,0.2,5e-07,0.8,5,1.51e-06,0.000414498,1
17794,0.36,7e-07,0.48,5,1.31e-06,0.030484699999999997,1
6853,0.6,5e-07,0.56,5,1.57e-06,0.00022574,1
14987,0.28,7e-07,0.4,5,1.32e-06,0.265511,1
17604,0.36,7e-07,0.48,5,1.69e-06,-8.18e-05,1
16121,0.52,7e-07,0.4,5,1.43e-06,0.00185874,1
3682,0.44,5e-07,0.48,5,1.51e-06,0.000730603,1
10413,0.36,5e-07,0.72,5,1.67e-06,-3.3299999999999996e-05,1
20997,0.52,7e-07,0.56,5,1.3e-06,0.000129731,1
8078,0.36,5e-07,0.64,5,1.52e-06,4.3799999999999994e-05,1
6049,0.44,5e-07,0.56,5,1.58e-06,0.000501107,1
165,0.2,5e-07,0.4,5,1.35e-06,0.0005628219999999999,1
24076,0.2,7e-07,0.72,5,1.52e-06,0.00138306,1
3791,0.44,5e-07,0.48,5,1.31e-06,0.000526226,1
8004,0.36,5e-07,0.64,5,1.69e-06,2.05e-05,1
12467,0.28,5e-07,0.8,5,1.54e-06,0.0007388410000000001,1
4085,0.52,5e-07,0.48,5,1.5e-06,0.00012172299999999999,1
3603,0.44,5e-07,0.48,5,1.69e-06,-4.2e-05,1
12819,0.36,5e-07,0.8,5,1.65e-06,9.71e-05,1
8929,0.52,5e-07,0.64,5,1.42e-06,0.000133658,1
931,0.36,5e-07,0.4,5,1.41e-06,0.000265953,1
12511,0.28,5e-07,0.8,5,1.45e-06,5.1e-06,1
22469,0.36,7e-07,0.64,5,1.54e-06,-5.87e-06,1
859,0.36,5e-07,0.4,5,1.56e-06,0.000550721,1
20822,0.52,7e-07,0.56,5,1.64e-06,-5.93e-05,1
20183,0.36,7e-07,0.56,5,1.33e-06,0.0230614,1
6539,0.52,5e-07,0.56,5,1.4e-06,3.9899999999999994e-05,1
1308,0.44,5e-07,0.4,5,1.46e-06,8.56e-06,1
14856,0.28,7e-07,0.4,5,1.56e-06,-8.08e-06,1
12150,0.2,5e-07,0.8,5,1.38e-06,0.000460405,1
18032,0.44,7e-07,0.48,5,1.62e-06,-5.14e-05,1
16023,0.52,7e-07,0.4,5,1.64e-06,9.379999999999999e-05,1
18859,0.6,7e-07,0.48,5,1.56e-06,0.000403049,1
2984,0.28,5e-07,0.48,5,1.32e-06,0.000314792,1
23755,0.6,7e-07,0.64,5,1.37e-06,0.0008330360000000001,1
24181,0.2,7e-07,0.72,5,1.33e-06,0.000447751,1
12149,0.2,5e-07,0.8,5,1.38e-06,0.00045007,1
8835,0.52,5e-07,0.64,5,1.61e-06,0.000200325,1
24014,0.2,7e-07,0.72,5,1.66e-06,-3.6e-05,1
7352,0.2,5e-07,0.64,5,1.38e-06,0.000221445,1
17633,0.36,7e-07,0.48,5,1.62e-06,9.9e-05,1
6916,0.6,5e-07,0.56,5,1.44e-06,0.00011229700000000001,1
11674,0.6,5e-07,0.72,5,1.53e-06,0.00034760300000000004,1
13371,0.44,5e-07,0.8,5,1.34e-06,0.000188962,1
13771,0.52,5e-07,0.8,5,1.34e-06,0.00012859200000000002,1
16559,0.6,7e-07,0.4,5,1.36e-06,0.00204814,1
4898,0.2,5e-07,0.56,5,1.48e-06,7.77e-05,1
13630,0.52,5e-07,0.8,5,1.62e-06,-1.1599999999999999e-05,1
18806,0.6,7e-07,0.48,5,1.68e-06,6.58e-06,1
4530,0.6,5e-07,0.48,5,1.42e-06,0.000344421,1
12431,0.28,5e-07,0.8,5,1.62e-06,5.6000000000000006e-05,1
18958,0.6,7e-07,0.48,5,1.37e-06,0.00877184,1
10450,0.36,5e-07,0.72,5,1.58e-06,0.000363461,1
18109,0.44,7e-07,0.48,5,1.45e-06,0.000222334,1
8090,0.36,5e-07,0.64,5,1.49e-06,0.000244345,1
6436,0.52,5e-07,0.56,5,1.61e-06,0.000441543,1
17702,0.36,7e-07,0.48,5,1.47e-06,0.000490131,1
22596,0.36,7e-07,0.64,5,1.3e-06,0.00019220900000000002,1
20158,0.36,7e-07,0.56,5,1.37e-06,0.043311699999999995,1
20835,0.52,7e-07,0.56,5,1.61e-06,0.000682027,1
2995,0.28,5e-07,0.48,5,1.31e-06,0.00032758900000000004,1
6022,0.44,5e-07,0.56,5,1.64e-06,1.01e-05,1
18499,0.52,7e-07,0.48,5,1.47e-06,0.000238383,1
14549,0.2,7e-07,0.4,5,1.38e-06,0.000166306,1
4565,0.6,5e-07,0.48,5,1.35e-06,7.730000000000001e-05,1
7200,0.2,5e-07,0.64,5,1.7e-06,-4.22e-05,1
22561,0.36,7e-07,0.64,5,1.36e-06,0.018778599999999996,1
9392,0.6,5e-07,0.64,5,1.31e-06,0.0001346,1
11393,0.52,5e-07,0.72,5,1.31e-06,0.00010534,1
7390,0.2,5e-07,0.64,5,1.31e-06,0.0006540809999999999,1
14167,0.6,5e-07,0.8,5,1.35e-06,0.00155252,1
9612,0.2,5e-07,0.72,5,1.67e-06,0.000173272,1
16962,0.2,7e-07,0.48,5,1.36e-06,0.09520880000000001,1
13302,0.44,5e-07,0.8,5,1.47e-06,2.13e-05,1
13686,0.52,5e-07,0.8,5,1.5e-06,0.000328516,1
2891,0.28,5e-07,0.48,5,1.49e-06,0.00020754,1
9713,0.2,5e-07,0.72,5,1.45e-06,6.0299999999999995e-05,1
17334,0.28,7e-07,0.48,5,1.41e-06,0.0113135,1
24922,0.36,7e-07,0.72,5,1.43e-06,0.132643,1
2927,0.28,5e-07,0.48,5,1.42e-06,0.000356004,1
13294,0.44,5e-07,0.8,5,1.48e-06,0.000243158,1
3209,0.36,5e-07,0.48,5,1.68e-06,8.17e-06,1
10588,0.36,5e-07,0.72,5,1.32e-06,0.000174705,1
14416,0.2,7e-07,0.4,5,1.66e-06,1.51e-05,1
16475,0.6,7e-07,0.4,5,1.52e-06,0.000714705,1
6181,0.44,5e-07,0.56,5,1.33e-06,0.000673793,1
2419,0.2,5e-07,0.48,5,1.65e-06,0.00011612200000000001,1
14051,0.6,5e-07,0.8,5,1.58e-06,0.000766801,1
4427,0.6,5e-07,0.48,5,1.63e-06,8.379999999999999e-05,1
23392,0.52,7e-07,0.64,5,1.31e-06,0.000179814,1
2112,0.6,5e-07,0.4,5,1.45e-06,0.000110395,1
18544,0.52,7e-07,0.48,5,1.39e-06,0.209709,1
11654,0.6,5e-07,0.72,5,1.57e-06,0.000163618,1
12046,0.2,5e-07,0.8,5,1.59e-06,0.000119882,1
16461,0.6,7e-07,0.4,5,1.55e-06,3.32e-05,1
17696,0.36,7e-07,0.48,5,1.48e-06,5.5100000000000004e-05,1
13613,0.52,5e-07,0.8,5,1.67e-06,7.38e-06,1
12129,0.2,5e-07,0.8,5,1.42e-06,0.000162967,1
16544,0.6,7e-07,0.4,5,1.39e-06,0.023552299999999998,1
9328,0.6,5e-07,0.64,5,1.42e-06,0.00021307299999999998,1
7276,0.2,5e-07,0.64,5,1.52e-06,0.00062964,1
20912,0.52,7e-07,0.56,5,1.45e-06,0.0869201,1
930,0.36,5e-07,0.4,5,1.42e-06,0.00024333,1
24989,0.36,7e-07,0.72,5,1.32e-06,0.000252275,1
572,0.28,5e-07,0.4,5,1.34e-06,0.000380203,1
24945,0.36,7e-07,0.72,5,1.39e-06,0.0006657389999999999,1
22064,0.28,7e-07,0.64,5,1.55e-06,0.0005474809999999999,1
22172,0.28,7e-07,0.64,5,1.34e-06,0.00291956,1
10475,0.36,5e-07,0.72,5,1.52e-06,0.00012890200000000002,1
4137,0.52,5e-07,0.48,5,1.4e-06,0.000292465,1
3306,0.36,5e-07,0.48,5,1.46e-06,2.7300000000000003e-05,1
12545,0.28,5e-07,0.8,5,1.39e-06,0.000423775,1
20116,0.36,7e-07,0.56,5,1.44e-06,0.0223084,1
20043,0.36,7e-07,0.56,5,1.59e-06,0.0009750480000000001,1
10827,0.44,5e-07,0.72,5,1.63e-06,0.000186999,1
14875,0.28,7e-07,0.4,5,1.52e-06,0.00107777,1
891,0.36,5e-07,0.4,5,1.49e-06,0.00010559,1
11264,0.52,5e-07,0.72,5,1.55e-06,0.00015552399999999998,1
4451,0.6,5e-07,0.48,5,1.58e-06,3.2e-05,1
21250,0.6,7e-07,0.56,5,1.58e-06,0.00034942,1
2577,0.2,5e-07,0.48,5,1.33e-06,0.000405974,1
1262,0.44,5e-07,0.4,5,1.55e-06,0.00061386,1
5260,0.28,5e-07,0.56,5,1.56e-06,0.000497145,1
16438,0.6,7e-07,0.4,5,1.61e-06,0.000278961,1
18168,0.44,7e-07,0.48,5,1.35e-06,0.0608451,1
2970,0.28,5e-07,0.48,5,1.35e-06,0.00037951099999999997,1
11267,0.52,5e-07,0.72,5,1.54e-06,0.000370086,1
15787,0.44,7e-07,0.4,5,1.32e-06,0.0733759,1
1784,0.52,5e-07,0.4,5,1.32e-06,0.00023882900000000003,1
22466,0.36,7e-07,0.64,5,1.54e-06,9.01e-05,1
13636,0.52,5e-07,0.8,5,1.61e-06,0.00019141099999999997,1
3723,0.44,5e-07,0.48,5,1.43e-06,8.759999999999999e-05,1
22529,0.36,7e-07,0.64,5,1.42e-06,0.128675,1
21388,0.6,7e-07,0.56,5,1.32e-06,0.0005506619999999999,1
23312,0.52,7e-07,0.64,5,1.45e-06,0.177086,1
7779,0.28,5e-07,0.64,5,1.33e-06,0.0006231580000000001,1
6191,0.44,5e-07,0.56,5,1.31e-06,0.00048413300000000004,1
13670,0.52,5e-07,0.8,5,1.53e-06,0.00022491599999999997,1
14950,0.28,7e-07,0.4,5,1.38e-06,0.00775792,1
12051,0.2,5e-07,0.8,5,1.58e-06,0.000179533,1
20025,0.36,7e-07,0.56,5,1.64e-06,1.62e-05,1
23242,0.52,7e-07,0.64,5,1.6e-06,-3.9200000000000004e-05,1
20428,0.44,7e-07,0.56,5,1.63e-06,-6.15e-06,1
15742,0.44,7e-07,0.4,5,1.39e-06,0.0340732,1
16160,0.52,7e-07,0.4,5,1.36e-06,0.148564,1
20195,0.36,7e-07,0.56,5,1.31e-06,0.000190494,1
16454,0.6,7e-07,0.4,5,1.57e-06,1.8100000000000003e-05,1
25308,0.44,7e-07,0.72,5,1.46e-06,0.198047,1
2952,0.28,5e-07,0.48,5,1.38e-06,0.000240942,1
7760,0.28,5e-07,0.64,5,1.36e-06,0.000351805,1
22938,0.44,7e-07,0.64,5,1.4e-06,0.0483447,1
11318,0.52,5e-07,0.72,5,1.44e-06,0.000122043,1
22962,0.44,7e-07,0.64,5,1.36e-06,0.00757401,1
13368,0.44,5e-07,0.8,5,1.35e-06,0.000359118,1
24848,0.36,7e-07,0.72,5,1.58e-06,0.00069261,1
14874,0.28,7e-07,0.4,5,1.53e-06,0.00111438,1
18174,0.44,7e-07,0.48,5,1.34e-06,0.04609969999999999,1
24123,0.2,7e-07,0.72,5,1.43e-06,0.132848,1
15686,0.44,7e-07,0.4,5,1.5e-06,0.000657503,1
8169,0.36,5e-07,0.64,5,1.35e-06,0.00073304,1
24501,0.28,7e-07,0.72,5,1.47e-06,0.0570941,1
11346,0.52,5e-07,0.72,5,1.39e-06,0.000383896,1
16120,0.52,7e-07,0.4,5,1.43e-06,0.00140956,1
8963,0.52,5e-07,0.64,5,1.36e-06,0.0008106589999999999,1
5725,0.36,5e-07,0.56,5,1.42e-06,3.13e-05,1
16416,0.6,7e-07,0.4,5,1.66e-06,1.56e-05,1
20488,0.44,7e-07,0.56,5,1.5e-06,0.0012541,1
18488,0.52,7e-07,0.48,5,1.5e-06,0.00078235,1
17793,0.36,7e-07,0.48,5,1.31e-06,0.032329000000000004,1
12073,0.2,5e-07,0.8,5,1.53e-06,0.0008151260000000001,1
17679,0.36,7e-07,0.48,5,1.51e-06,0.000663576,1
5,0.2,5e-07,0.4,5,1.69e-06,0.000104705,1
20450,0.44,7e-07,0.56,5,1.58e-06,0.00023132,1
1688,0.52,5e-07,0.4,5,1.5e-06,0.000424978,1
7379,0.2,5e-07,0.64,5,1.33e-06,0.0006721660000000001,1
15220,0.36,7e-07,0.4,5,1.65e-06,-2.45e-06,1
19624,0.28,7e-07,0.56,5,1.64e-06,0.000220478,1
5270,0.28,5e-07,0.56,5,1.53e-06,-3.1e-05,1
22536,0.36,7e-07,0.64,5,1.4e-06,0.07333680000000001,1
4555,0.6,5e-07,0.48,5,1.37e-06,0.00019051299999999998,1
20453,0.44,7e-07,0.56,5,1.57e-06,-2.94e-06,1
5661,0.36,5e-07,0.56,5,1.55e-06,4.02e-05,1
12547,0.28,5e-07,0.8,5,1.39e-06,0.000470924,1
20875,0.52,7e-07,0.56,5,1.52e-06,0.00046857800000000004,1
21620,0.2,7e-07,0.64,5,1.65e-06,7.879999999999999e-05,1
14543,0.2,7e-07,0.4,5,1.39e-06,0.000887377,1
20167,0.36,7e-07,0.56,5,1.35e-06,0.036482099999999996,1
12125,0.2,5e-07,0.8,5,1.42e-06,0.000117933,1
11616,0.6,5e-07,0.72,5,1.66e-06,5.5e-05,1
4198,0.52,5e-07,0.48,5,1.3e-06,8.44e-05,1
20534,0.44,7e-07,0.56,5,1.41e-06,0.176505,1
14888,0.28,7e-07,0.4,5,1.5e-06,1.99e-05,1
25249,0.44,7e-07,0.72,5,1.58e-06,0.000533229,1
1345,0.44,5e-07,0.4,5,1.39e-06,1.9e-05,1
15670,0.44,7e-07,0.4,5,1.53e-06,0.00034710800000000005,1
4901,0.2,5e-07,0.56,5,1.47e-06,2.57e-05,1
16480,0.6,7e-07,0.4,5,1.51e-06,0.00045500099999999996,1
11373,0.52,5e-07,0.72,5,1.34e-06,0.0008811180000000001,1
180,0.2,5e-07,0.4,5,1.33e-06,0.000207073,1
8916,0.52,5e-07,0.64,5,1.44e-06,4.7600000000000005e-05,1
12156,0.2,5e-07,0.8,5,1.37e-06,0.000494319,1
9286,0.6,5e-07,0.64,5,1.5e-06,0.00019559299999999998,1
10555,0.36,5e-07,0.72,5,1.37e-06,0.0006310069999999999,1
14508,0.2,7e-07,0.4,5,1.46e-06,0.00027969299999999997,1
16073,0.52,7e-07,0.4,5,1.53e-06,0.000193422,1
14496,0.2,7e-07,0.4,5,1.48e-06,3.3799999999999995e-05,1
24932,0.36,7e-07,0.72,5,1.41e-06,0.053672300000000006,1
6586,0.52,5e-07,0.56,5,1.32e-06,0.000341375,1
1791,0.52,5e-07,0.4,5,1.31e-06,6.409999999999999e-05,1
1239,0.44,5e-07,0.4,5,1.6e-06,-5.61e-06,1
